,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
1322,22,Private,194829,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,<=50k
1323,40,Federal-gov,330174,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50k
1324,52,Self-emp-inc,230767,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,Cuba,<=50k
1325,53,Local-gov,137250,Masters,14,Widowed,Prof-specialty,Unmarried,Black,Female,0,1669,35,United-States,<=50k
1326,40,Private,254478,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,>50k
1327,57,Private,300908,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,75,United-States,<=50k
1328,53,Self-emp-not-inc,187830,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,Poland,<=50k
1329,23,Private,201138,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,8,United-States,<=50k
1330,31,Self-emp-not-inc,44503,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50k
1331,20,Private,381357,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,28,United-States,<=50k
1332,25,Private,311124,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50k
1333,37,Private,96330,Some-college,10,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50k
1334,50,Private,228238,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50k
1335,34,Self-emp-not-inc,56964,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50k
1336,37,Private,127772,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50k
1337,52,Private,386397,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50k
1338,29,Self-emp-not-inc,404998,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,90,United-States,<=50k
1339,49,Private,34545,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,<=50k
1340,31,Private,157886,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50k
1341,47,Private,101299,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50k
1342,51,Self-emp-not-inc,134447,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,<=50k
1343,27,Private,191822,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,50,United-States,<=50k
1344,23,Private,70919,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50k
1345,55,Private,266343,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,United-States,<=50k
1346,28,Private,87239,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50k
1347,31,Local-gov,236487,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Germany,<=50k
1348,30,Private,224147,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50k
1349,23,Private,197200,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,60,United-States,<=50k
1350,19,Private,124265,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,<=50k
1351,22,Private,79980,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,<=50k
1352,50,Private,128814,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50k
1353,64,,208862,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States,<=50k
1354,21,Private,51262,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50k
1355,75,Self-emp-inc,98116,Some-college,10,Widowed,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50k
1356,29,Private,82393,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,40,Germany,<=50k
1357,47,Private,57534,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50k
1358,20,Private,218962,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50k
1359,33,Private,204752,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50k
1360,45,Private,243631,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,China,<=50k
1361,41,Private,170299,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,<=50k
1362,23,Private,60331,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50k
1363,38,Private,269318,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178,0,50,United-States,>50k
1364,67,State-gov,132819,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,41,United-States,<=50k
1365,21,Private,119665,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,35,United-States,<=50k
1366,38,Private,150057,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50k
1367,31,Private,128567,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50k
1368,19,,230874,Some-college,10,Never-married,,Own-child,White,Female,0,0,40,United-States,<=50k
1369,59,Self-emp-not-inc,148526,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50k
1370,36,Private,160192,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50k
1371,50,Local-gov,74660,Some-college,10,Widowed,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50k
1372,60,Self-emp-inc,142494,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50k
1373,30,Private,122042,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50k
1374,28,Self-emp-inc,37088,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50k
1375,36,Private,61778,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50k
1376,21,,176356,Some-college,10,Never-married,,Own-child,White,Female,0,0,10,Germany,<=50k
1377,27,Private,123302,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Poland,<=50k
1378,18,Private,89760,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50k
1379,44,Local-gov,165304,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1485,40,United-States,<=50k
1380,56,Private,104945,7th-8th,4,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50k
1381,51,Self-emp-inc,192973,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,<=50k
1382,48,Private,97863,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Italy,<=50k
1383,31,Private,73585,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50k
1384,35,Private,29145,Assoc-voc,11,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50k
1385,35,Private,175232,HS-grad,9,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50k
1386,36,Private,325374,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50k
1387,47,Self-emp-not-inc,107231,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,65,United-States,<=50k
1388,23,Private,129345,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50k
1389,21,Private,228395,Some-college,10,Never-married,Sales,Other-relative,Black,Female,0,0,20,United-States,<=50k
1390,49,Private,452402,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States,<=50k
1391,51,Self-emp-inc,338260,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,>50k
1392,46,Private,165138,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50k
1393,31,Private,109055,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,3137,0,45,United-States,<=50k
1394,27,Private,193122,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50k
1395,56,,425497,Assoc-acdm,12,Married-civ-spouse,,Husband,White,Male,0,0,20,United-States,<=50k
1396,48,Private,191858,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50k
1397,30,Private,297155,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50k
1398,29,Local-gov,181282,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50k
1399,50,Federal-gov,111700,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50k
1400,18,Private,35065,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,35,United-States,<=50k
1401,37,Private,298539,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,55,United-States,<=50k
1402,51,Self-emp-not-inc,95435,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50k
1403,31,Private,162160,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,47,United-States,<=50k
1404,29,Private,176037,Assoc-voc,11,Divorced,Tech-support,Not-in-family,Black,Male,14344,0,40,United-States,>50k
1405,39,Private,314007,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States,<=50k
1406,48,Private,197683,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,<=50k
1407,44,Private,242521,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,United-States,>50k
1408,39,Private,290321,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50k
1409,22,Local-gov,44064,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50k
1410,27,,174163,Some-college,10,Married-civ-spouse,,Wife,White,Female,0,0,40,United-States,<=50k
1411,42,Private,374790,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50k
1412,18,Private,231562,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,33,United-States,<=50k
1413,27,Private,376150,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50k
1414,51,Private,99987,10th,6,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50k
1415,27,Self-emp-not-inc,120126,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50k
1416,60,Self-emp-not-inc,33717,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50k
1417,36,Private,132879,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Italy,<=50k
1418,45,Private,304570,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,China,<=50k
1419,40,Private,100292,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,<=50k
1420,63,Private,117473,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,40,United-States,>50k
1421,41,Private,239833,HS-grad,9,Married-spouse-absent,Transport-moving,Unmarried,Black,Male,0,0,50,United-States,<=50k
1422,53,,155233,12th,8,Married-civ-spouse,,Wife,White,Female,0,0,40,Italy,<=50k
1423,34,Private,130369,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,1151,0,48,Germany,<=50k
1424,34,Private,347166,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50k
1425,31,Private,502752,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50k
1426,22,State-gov,255575,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,<=50k
1427,49,Private,277946,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50k
1428,43,,214541,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,35,United-States,<=50k
1429,36,Private,143123,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50k
1430,27,Private,69132,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,37,United-States,<=50k
1431,52,Self-emp-not-inc,34973,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1887,60,United-States,<=50k
1432,29,Private,236992,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,50,United-States,<=50k
1433,27,Private,492263,10th,6,Separated,Machine-op-inspct,Own-child,White,Male,0,0,35,Mexico,<=50k
1434,42,Private,180019,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,65,United-States,<=50k
1435,49,Self-emp-not-inc,47086,Bachelors,13,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50k
1436,24,Private,222853,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,50,United-States,<=50k
1437,22,Private,344176,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0,20,United-States,<=50k
1438,30,Self-emp-not-inc,223212,Bachelors,13,Never-married,Sales,Unmarried,White,Male,0,0,40,United-States,<=50k
1439,28,Private,110981,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50k
1440,20,Private,162688,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50k
1441,45,Self-emp-inc,181307,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,43,United-States,>50k
1442,39,Private,148903,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,4687,0,50,United-States,>50k
1443,43,Private,306440,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,66,France,<=50k
1444,18,Private,210311,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50k
1445,53,Private,127117,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50k
1446,74,Private,54732,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50k
1447,39,Private,271521,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,48,Philippines,<=50k
1448,33,,216908,10th,6,Never-married,,Other-relative,White,Male,0,0,40,United-States,<=50k
1449,49,Private,543922,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,<=50k
1450,21,Private,766115,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,35,United-States,<=50k
1451,65,,52728,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50k
1452,39,Private,284166,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1564,50,United-States,<=50k
1453,49,Private,122206,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,<=50k
1454,20,,95989,Some-college,10,Never-married,,Own-child,White,Female,0,0,40,United-States,<=50k
1455,47,Private,334039,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,44,United-States,>50k
1456,46,Self-emp-not-inc,225456,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50k
1457,29,Private,112847,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,7298,0,32,United-States,>50k
1458,61,Self-emp-not-inc,171840,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,Female,0,0,16,United-States,<=50k
1459,48,Private,180695,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<=50k
1460,44,Private,121012,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50k
1461,37,Self-emp-inc,126569,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50k
1462,45,Private,227791,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1740,50,United-States,<=50k
1463,51,Self-emp-not-inc,290290,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50k
1464,33,Local-gov,251521,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50k
1465,55,Self-emp-not-inc,41938,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,8,United-States,<=50k
1466,25,Private,27678,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,60,United-States,<=50k
1467,26,Private,133756,HS-grad,9,Divorced,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50k
1468,54,Private,215990,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50k
1469,38,Private,461337,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,33,United-States,<=50k
1470,39,Local-gov,344855,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,20,United-States,<=50k
1471,20,State-gov,214542,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50k
1472,30,Private,258170,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50k
1473,29,Federal-gov,242147,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Other,Male,0,0,45,United-States,<=50k
1474,42,Private,235700,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50k
1475,24,Private,278130,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50k
1476,36,Private,261241,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50k
1477,60,Private,85995,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,50,South,<=50k
1478,42,Private,340885,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,44,United-States,<=50k
1479,42,Private,152889,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50k
1480,46,Private,195023,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Columbia,<=50k
1481,52,State-gov,109600,Masters,14,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,4787,0,44,United-States,>50k
1482,27,,249463,Assoc-voc,11,Married-civ-spouse,,Husband,White,Male,0,0,20,United-States,<=50k
1483,43,Private,158177,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,<=50k
1484,43,State-gov,47818,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50k
1485,27,Private,391468,11th,7,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50k
1486,52,Local-gov,199995,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,United-States,>50k
1487,31,Private,231043,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50k
1488,38,,281768,7th-8th,4,Divorced,,Unmarried,Black,Female,0,0,30,United-States,<=50k
1489,44,Private,267790,9th,5,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50k
1490,27,Private,217379,Some-college,10,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50k
1491,50,Private,421561,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50k
1492,23,Private,50953,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50k
1493,22,Private,138504,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,30,United-States,<=50k
1494,36,State-gov,177064,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50k
1495,24,Private,103064,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,3674,0,40,United-States,<=50k
1496,59,Private,184493,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50k
1497,39,Private,104089,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50k
1498,23,Private,149204,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50k
1499,37,Private,405284,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1340,42,United-States,<=50k
1500,25,Local-gov,137296,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,38,United-States,<=50k
1501,40,Private,87771,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,1628,45,United-States,<=50k
1502,38,State-gov,125499,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7688,0,60,India,>50k
1503,31,Private,59083,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50k
1504,28,Local-gov,138332,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50k
1505,24,Private,198914,HS-grad,9,Never-married,Sales,Unmarried,Black,Male,0,0,25,United-States,<=50k
1506,46,Local-gov,238162,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,50,United-States,<=50k
1507,29,Private,123677,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,40,Laos,<=50k
1508,38,Federal-gov,325538,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50k
1509,53,Private,251063,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50k
1510,33,Private,51471,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,1902,40,United-States,<=50k
1511,39,Private,175681,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,,<=50k
1512,44,Private,165599,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50k
1513,46,Private,149640,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,England,<=50k
1514,30,Private,143526,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50k
1515,24,Private,211160,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50k
1516,29,Private,342989,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50k
1517,62,Self-emp-not-inc,173631,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50k
1518,25,Private,141876,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50k
1519,45,Private,137604,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50k
1520,21,Private,129232,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50k
1521,64,Federal-gov,271550,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50k
1522,39,Private,456922,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50k
1523,60,Private,232242,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50k
1524,35,Private,352188,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50k
1525,27,Private,114967,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50k
1526,41,Private,201981,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50k
1527,32,State-gov,159247,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50k
1528,24,Private,125905,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50k
1529,32,Private,186824,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50k
1530,42,Local-gov,121012,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50k
1531,58,Private,110844,Masters,14,Widowed,Sales,Not-in-family,White,Female,0,0,27,United-States,<=50k
1532,23,Private,143003,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1887,50,India,<=50k
1533,31,Federal-gov,59732,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50k
1534,28,Private,178489,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,45,,<=50k
1535,41,,252127,Some-college,10,Widowed,,Unmarried,Black,Female,0,0,20,United-States,<=50k
1536,37,Private,109633,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,16,United-States,<=50k
1537,19,Private,160811,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,38,United-States,<=50k
1538,27,Self-emp-not-inc,365110,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50k
1539,61,Self-emp-not-inc,113080,9th,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,58,United-States,<=50k
1540,39,Private,206074,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50k
1541,25,Private,173062,Bachelors,13,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,40,United-States,<=50k
1542,58,Private,117273,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50k
1543,27,Self-emp-not-inc,153805,Some-college,10,Married-civ-spouse,Transport-moving,Other-relative,Other,Male,0,0,50,Ecuador,<=50k
1544,51,Private,293802,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,52,United-States,<=50k
1545,43,Local-gov,153132,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50k
1546,46,Private,166809,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50k
1547,67,,34122,5th-6th,3,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50k
1548,50,Local-gov,231725,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50k
1549,20,Private,63210,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50k
1550,35,Private,108293,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50k
1551,57,Private,116878,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Italy,<=50k
1552,40,Private,110622,Prof-school,15,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50k
1553,42,Local-gov,180318,10th,6,Never-married,Farming-fishing,Unmarried,White,Male,0,0,35,United-States,<=50k
